"","age","educ","csp","immi","urbain","region","sexe","menage","chom"
"268",1,0,4,0,0,0,1,0,0
"269",1,0,4,0,0,0,1,0,0
"270",1,0,4,0,0,0,1,0,0
"271",1,0,4,0,0,0,1,0,0
"272",1,0,4,0,0,0,1,0,0
"273",1,0,4,0,0,0,1,0,0
"274",1,0,4,0,0,0,1,0,0
"275",1,0,4,0,0,0,1,0,0
"276",1,0,4,0,0,0,1,0,0
"277",1,0,4,0,0,0,1,0,0
"278",1,0,4,0,0,0,1,0,0
"279",1,0,4,0,0,0,1,0,0
"280",1,0,4,0,0,0,1,0,0
"281",1,0,4,0,0,0,1,0,0
"282",1,0,4,0,0,0,1,0,0
"283",1,0,4,0,0,0,1,0,0
"284",1,0,4,0,0,0,1,0,0
"285",1,0,4,0,0,0,1,0,0
"286",1,0,4,0,0,0,1,0,0
"287",1,0,4,0,0,0,1,0,0
"288",1,0,4,0,0,0,1,0,0
"289",1,0,4,0,0,0,1,0,0
"290",1,0,4,0,0,0,1,0,0
"291",1,0,4,0,0,0,1,0,0
"292",1,0,4,0,0,0,1,0,0
"293",1,0,4,0,0,0,1,0,0
"294",1,0,4,0,0,0,1,0,0
"295",1,0,4,0,0,0,1,0,0
"296",1,0,4,0,0,0,1,0,0
"297",1,0,4,0,0,0,1,0,0
"298",1,0,4,0,0,0,1,0,0
"299",1,0,4,0,0,0,1,0,0
"300",1,0,4,0,0,0,1,0,0
"301",1,0,4,0,0,0,1,0,0
"302",1,0,4,0,0,0,1,0,1
"303",1,0,4,0,0,0,1,0,1
"304",1,0,4,0,0,0,1,0,1
"305",1,0,4,0,0,0,1,0,1
"306",1,0,4,0,0,0,1,0,1
"307",1,0,4,0,0,0,1,0,1
"308",1,0,4,0,0,0,1,0,1
"309",1,0,4,0,0,0,1,0,1
"310",1,0,4,0,0,0,1,0,1
"311",1,0,4,0,0,0,1,0,1
"312",1,0,4,0,0,0,1,0,1
"313",1,0,4,0,0,0,1,0,1
"314",1,0,4,0,0,0,1,0,1
"315",1,0,4,0,0,0,1,0,1
"316",1,0,4,0,0,0,1,0,1
"317",1,0,4,0,0,0,1,0,1
"318",1,0,4,0,0,0,1,0,1
"319",1,0,4,0,0,0,1,0,1
"320",1,0,4,0,0,0,1,0,1
"321",1,0,4,0,0,0,1,0,1
"322",1,0,4,0,0,0,1,0,1
"323",1,0,4,0,0,0,1,0,1
"324",1,0,4,0,0,0,1,0,1
"325",1,0,4,0,0,0,1,0,1
"326",1,0,4,0,0,0,1,0,1
"327",1,0,4,0,0,0,1,0,1
"328",1,0,4,0,0,0,1,0,1
"329",1,0,4,0,0,0,1,0,1
"330",1,0,4,0,0,0,1,0,1
"331",1,0,4,0,0,0,1,0,1
"332",1,0,4,0,0,0,1,0,1
"333",1,0,4,0,0,0,1,0,1
"334",1,0,4,0,0,0,1,0,1
"335",1,0,4,0,0,0,1,0,1
"336",1,0,4,0,0,0,1,0,1
"337",1,0,4,0,0,0,1,0,1
"338",1,0,4,0,0,0,1,0,1
"339",1,0,4,0,0,0,1,0,1
"340",1,0,4,0,0,0,1,0,1
"341",1,0,4,0,0,0,1,0,1
"342",1,0,4,0,0,0,1,0,1
"343",1,0,4,0,0,0,1,0,1
"344",1,0,4,0,0,0,1,0,1
"345",1,0,4,0,0,0,1,0,1
"346",1,0,4,0,0,0,1,0,1
"347",1,0,4,0,0,0,1,0,1
"348",1,0,4,0,0,0,1,0,1
"349",1,0,4,0,0,0,1,0,1
"350",1,0,4,0,0,0,1,0,1
"351",1,0,4,0,0,0,1,0,1
"352",1,0,4,0,0,0,1,0,1
"353",1,0,4,0,0,0,1,0,1
"354",1,0,4,0,0,0,1,0,1
"355",1,0,4,0,0,0,1,0,1
"356",1,0,4,0,0,0,1,0,1
"357",1,0,4,0,0,0,1,0,1
"358",1,0,4,0,0,0,1,0,1
"359",1,0,4,0,0,0,1,0,1
"360",1,0,4,0,0,0,1,0,1
"361",1,0,4,0,0,0,1,0,1
"362",1,0,4,0,0,0,1,0,1
"363",1,0,4,0,0,0,1,0,1
"364",1,0,4,0,0,0,1,0,1
"365",1,0,4,0,0,0,1,0,1
"366",1,0,4,0,0,0,1,0,1
"367",1,0,4,0,0,0,1,0,1
"368",1,0,4,0,0,0,1,0,1
"369",1,0,4,0,0,0,1,0,1
"370",1,0,4,0,0,0,1,0,1
"371",1,0,4,0,0,0,1,0,1
"372",1,0,4,0,0,0,1,0,1
"373",1,0,4,0,0,0,1,0,1
"374",1,0,4,0,0,0,1,0,1
"375",1,0,4,0,0,0,1,0,1
"376",1,0,4,0,0,0,1,0,1
"377",1,0,4,0,0,0,1,0,1
"378",1,0,4,0,0,0,1,0,1
"379",1,0,4,0,0,0,1,0,1
"380",1,0,4,0,0,0,1,0,1
"381",1,0,4,0,0,0,1,0,1
"382",1,0,4,0,0,0,1,0,1
"383",1,0,4,0,0,0,1,0,1
"384",1,0,4,0,0,0,1,0,1
"385",1,0,4,0,0,0,1,0,1
"386",1,0,4,0,0,0,1,0,1
"387",1,0,4,0,0,0,1,0,1
"388",1,0,4,0,0,0,1,0,1
"389",1,0,4,0,0,0,1,0,1
"390",1,0,4,0,0,0,1,0,1
"391",1,0,4,0,0,0,1,0,1
"392",1,0,4,0,0,0,1,0,1
"393",1,0,4,0,0,0,1,0,1
"394",1,0,4,0,0,0,1,0,1
"395",1,0,4,0,0,0,1,0,1
"396",1,0,4,0,0,0,1,0,1
"397",1,0,4,0,0,0,1,0,1
"398",1,0,4,0,0,0,1,0,1
"399",1,0,4,0,0,0,1,0,1
"400",1,0,4,0,0,0,1,0,1
"401",1,0,4,0,0,0,1,0,1
"402",1,0,4,0,0,0,1,0,1
"403",1,0,4,0,0,0,1,0,1
"404",1,0,4,0,0,0,1,0,1
"405",1,0,4,0,0,0,1,0,1
"406",1,0,4,0,0,0,1,0,1
"407",1,0,4,0,0,0,1,0,1
"408",1,0,4,0,0,0,1,0,1
"409",1,0,4,0,0,0,1,0,1
"410",1,0,5,1,0,0,1,0,0
"411",1,0,5,1,0,0,1,0,0
"412",1,0,5,1,0,0,1,0,0
"413",1,0,5,1,0,0,1,0,0
"414",1,0,5,1,0,0,1,0,0
"415",1,0,5,1,0,0,1,0,0
"416",1,0,5,1,0,0,1,0,0
"417",1,0,5,1,0,0,1,0,0
"418",1,0,5,1,0,0,1,0,0
"419",1,0,5,1,0,0,1,0,0
"420",1,0,5,1,0,0,1,0,0
"421",1,0,5,1,0,0,1,0,0
"422",1,0,5,1,0,0,1,0,0
"423",1,0,5,1,0,0,1,0,0
"424",1,0,5,1,0,0,1,0,0
"425",1,0,5,1,0,0,1,0,0
"426",1,0,5,1,0,0,1,0,1
"427",1,0,5,1,0,0,1,0,1
"428",1,0,5,1,0,0,1,0,1
"429",1,0,5,1,0,0,1,0,1
"430",1,0,5,1,0,0,1,0,1
"431",1,0,5,1,0,0,1,0,1
"432",1,0,5,1,0,0,1,0,1
"433",1,0,5,1,0,0,1,0,1
"434",1,0,5,1,0,0,1,0,1
"435",1,0,5,1,0,0,1,0,1
"436",1,0,5,1,0,0,1,0,1
"437",1,0,5,1,0,0,1,0,1
"438",1,0,5,1,0,0,1,0,1
"439",1,0,5,1,0,0,1,0,1
"440",1,0,5,1,0,0,1,0,1
"441",1,0,5,1,0,0,1,0,1
"442",1,0,5,1,0,0,1,0,1
"443",1,0,5,1,0,0,1,0,1
"444",1,0,5,1,0,0,1,0,1
"445",1,0,5,0,0,0,1,0,0
"446",1,0,5,0,0,0,1,0,0
"447",1,0,5,0,0,0,1,0,0
"448",1,0,5,0,0,0,1,0,0
"449",1,0,5,0,0,0,1,0,0
"450",1,0,5,0,0,0,1,0,0
"451",1,0,5,0,0,0,1,0,0
"452",1,0,5,0,0,0,1,0,0
"453",1,0,5,0,0,0,1,0,0
"454",1,0,5,0,0,0,1,0,0
"455",1,0,5,0,0,0,1,0,0
"456",1,0,5,0,0,0,1,0,0
"457",1,0,5,0,0,0,1,0,0
"458",1,0,5,0,0,0,1,0,0
"459",1,0,5,0,0,0,1,0,0
"460",1,0,5,0,0,0,1,0,0
"461",1,0,5,0,0,0,1,0,0
"462",1,0,5,0,0,0,1,0,0
"463",1,0,5,0,0,0,1,0,0
"464",1,0,5,0,0,0,1,0,0
"465",1,0,5,0,0,0,1,0,0
"466",1,0,5,0,0,0,1,0,0
"467",1,0,5,0,0,0,1,0,0
"468",1,0,5,0,0,0,1,0,0
"469",1,0,5,0,0,0,1,0,0
"470",1,0,5,0,0,0,1,0,0
"471",1,0,5,0,0,0,1,0,0
"472",1,0,5,0,0,0,1,0,0
"473",1,0,5,0,0,0,1,0,0
"474",1,0,5,0,0,0,1,0,0
"475",1,0,5,0,0,0,1,0,0
"476",1,0,5,0,0,0,1,0,0
"477",1,0,5,0,0,0,1,0,0
"478",1,0,5,0,0,0,1,0,0
"479",1,0,5,0,0,0,1,0,0
"480",1,0,5,0,0,0,1,0,0
"481",1,0,5,0,0,0,1,0,0
"482",1,0,5,0,0,0,1,0,0
"483",1,0,5,0,0,0,1,0,0
"484",1,0,5,0,0,0,1,0,0
"485",1,0,5,0,0,0,1,0,0
"486",1,0,5,0,0,0,1,0,0
"487",1,0,5,0,0,0,1,0,0
"488",1,0,5,0,0,0,1,0,0
"489",1,0,5,0,0,0,1,0,0
"490",1,0,5,0,0,0,1,0,0
"491",1,0,5,0,0,0,1,0,0
"492",1,0,5,0,0,0,1,0,0
"493",1,0,5,0,0,0,1,0,0
"494",1,0,5,0,0,0,1,0,0
"495",1,0,5,0,0,0,1,0,0
"496",1,0,5,0,0,0,1,0,0
"497",1,0,5,0,0,0,1,0,0
"498",1,0,5,0,0,0,1,0,0
"499",1,0,5,0,0,0,1,0,0
"500",1,0,5,0,0,0,1,0,0
"501",1,0,5,0,0,0,1,0,0
"502",1,0,5,0,0,0,1,0,0
"503",1,0,5,0,0,0,1,0,0
"504",1,0,5,0,0,0,1,0,0
"505",1,0,5,0,0,0,1,0,0
"506",1,0,5,0,0,0,1,0,0
"507",1,0,5,0,0,0,1,0,0
"508",1,0,5,0,0,0,1,0,0
"509",1,0,5,0,0,0,1,0,0
"510",1,0,5,0,0,0,1,0,0
"511",1,0,5,0,0,0,1,0,0
"512",1,0,5,0,0,0,1,0,0
"513",1,0,5,0,0,0,1,0,0
"514",1,0,5,0,0,0,1,0,0
"515",1,0,5,0,0,0,1,0,0
"516",1,0,5,0,0,0,1,0,0
"517",1,0,5,0,0,0,1,0,0
"518",1,0,5,0,0,0,1,0,0
"519",1,0,5,0,0,0,1,0,0
"520",1,0,5,0,0,0,1,0,0
"521",1,0,5,0,0,0,1,0,0
"522",1,0,5,0,0,0,1,0,0
"523",1,0,5,0,0,0,1,0,0
"524",1,0,5,0,0,0,1,0,0
"525",1,0,5,0,0,0,1,0,0
"526",1,0,5,0,0,0,1,0,0
"527",1,0,5,0,0,0,1,0,0
"528",1,0,5,0,0,0,1,0,0
"529",1,0,5,0,0,0,1,0,0
"530",1,0,5,0,0,0,1,0,0
"531",1,0,5,0,0,0,1,0,0
"532",1,0,5,0,0,0,1,0,0
"533",1,0,5,0,0,0,1,0,0
"534",1,0,5,0,0,0,1,0,0
"535",1,0,5,0,0,0,1,0,0
"536",1,0,5,0,0,0,1,0,0
"537",1,0,5,0,0,0,1,0,0
"538",1,0,5,0,0,0,1,0,0
"539",1,0,5,0,0,0,1,0,0
"540",1,0,5,0,0,0,1,0,0
"541",1,0,5,0,0,0,1,0,0
"542",1,0,5,0,0,0,1,0,0
"543",1,0,5,0,0,0,1,0,0
"544",1,0,5,0,0,0,1,0,0
"545",1,0,5,0,0,0,1,0,0
"546",1,0,5,0,0,0,1,0,0
"547",1,0,5,0,0,0,1,0,0
"548",1,0,5,0,0,0,1,0,0
"549",1,0,5,0,0,0,1,0,0
"550",1,0,5,0,0,0,1,0,0
"551",1,0,5,0,0,0,1,0,0
"552",1,0,5,0,0,0,1,0,0
"553",1,0,5,0,0,0,1,0,0
"554",1,0,5,0,0,0,1,0,0
"555",1,0,5,0,0,0,1,0,0
"556",1,0,5,0,0,0,1,0,0
"557",1,0,5,0,0,0,1,0,0
"558",1,0,5,0,0,0,1,0,0
"559",1,0,5,0,0,0,1,0,0
"560",1,0,5,0,0,0,1,0,0
"561",1,0,5,0,0,0,1,0,0
"562",1,0,5,0,0,0,1,0,0
"563",1,0,5,0,0,0,1,0,0
"564",1,0,5,0,0,0,1,0,0
"565",1,0,5,0,0,0,1,0,0
"566",1,0,5,0,0,0,1,0,0
"567",1,0,5,0,0,0,1,0,0
"568",1,0,5,0,0,0,1,0,0
"569",1,0,5,0,0,0,1,0,0
"570",1,0,5,0,0,0,1,0,0
"571",1,0,5,0,0,0,1,0,0
"572",1,0,5,0,0,0,1,0,0
"573",1,0,5,0,0,0,1,0,0
"574",1,0,5,0,0,0,1,0,0
"575",1,0,5,0,0,0,1,0,0
"576",1,0,5,0,0,0,1,0,0
"577",1,0,5,0,0,0,1,0,0
"578",1,0,5,0,0,0,1,0,0
"579",1,0,5,0,0,0,1,0,0
"580",1,0,5,0,0,0,1,0,0
"581",1,0,5,0,0,0,1,0,0
"582",1,0,5,0,0,0,1,0,0
"583",1,0,5,0,0,0,1,0,0
"584",1,0,5,0,0,0,1,0,0
"585",1,0,5,0,0,0,1,0,0
"586",1,0,5,0,0,0,1,0,0
"587",1,0,5,0,0,0,1,0,0
"588",1,0,5,0,0,0,1,0,0
"589",1,0,5,0,0,0,1,0,0
"590",1,0,5,0,0,0,1,0,0
"591",1,0,5,0,0,0,1,0,0
"592",1,0,5,0,0,0,1,0,0
"593",1,0,5,0,0,0,1,0,0
"594",1,0,5,0,0,0,1,0,0
"595",1,0,5,0,0,0,1,0,0
"596",1,0,5,0,0,0,1,0,0
"597",1,0,5,0,0,0,1,0,0
"598",1,0,5,0,0,0,1,0,0
"599",1,0,5,0,0,0,1,0,0
"600",1,0,5,0,0,0,1,0,0
"601",1,0,5,0,0,0,1,0,0
"602",1,0,5,0,0,0,1,0,0
"603",1,0,5,0,0,0,1,0,0
"604",1,0,5,0,0,0,1,0,0
"605",1,0,5,0,0,0,1,0,0
"606",1,0,5,0,0,0,1,0,0
"607",1,0,5,0,0,0,1,0,0
"608",1,0,5,0,0,0,1,0,0
"609",1,0,5,0,0,0,1,0,0
"610",1,0,5,0,0,0,1,0,0
"611",1,0,5,0,0,0,1,0,0
"612",1,0,5,0,0,0,1,0,0
"613",1,0,5,0,0,0,1,0,0
"614",1,0,5,0,0,0,1,0,0
"615",1,0,5,0,0,0,1,0,0
"616",1,0,5,0,0,0,1,0,0
"617",1,0,5,0,0,0,1,0,0
"618",1,0,5,0,0,0,1,0,0
"619",1,0,5,0,0,0,1,0,0
"620",1,0,5,0,0,0,1,0,0
"621",1,0,5,0,0,0,1,0,0
"622",1,0,5,0,0,0,1,0,0
"623",1,0,5,0,0,0,1,0,0
"624",1,0,5,0,0,0,1,0,0
"625",1,0,5,0,0,0,1,0,0
"626",1,0,5,0,0,0,1,0,0
"627",1,0,5,0,0,0,1,0,0
"628",1,0,5,0,0,0,1,0,0
"629",1,0,5,0,0,0,1,0,0
"630",1,0,5,0,0,0,1,0,0
"631",1,0,5,0,0,0,1,0,0
"632",1,0,5,0,0,0,1,0,0
"633",1,0,5,0,0,0,1,0,0
"634",1,0,5,0,0,0,1,0,0
"635",1,0,5,0,0,0,1,0,0
"636",1,0,5,0,0,0,1,0,0
"637",1,0,5,0,0,0,1,0,0
"638",1,0,5,0,0,0,1,0,0
"639",1,0,5,0,0,0,1,0,0
"640",1,0,5,0,0,0,1,0,0
"641",1,0,5,0,0,0,1,0,0
"642",1,0,5,0,0,0,1,0,0
"643",1,0,5,0,0,0,1,0,0
"644",1,0,5,0,0,0,1,0,0
"645",1,0,5,0,0,0,1,0,0
"646",1,0,5,0,0,0,1,0,0
"647",1,0,5,0,0,0,1,0,0
"648",1,0,5,0,0,0,1,0,0
"649",1,0,5,0,0,0,1,0,0
"650",1,0,5,0,0,0,1,0,0
"651",1,0,5,0,0,0,1,0,0
"652",1,0,5,0,0,0,1,0,0
"653",1,0,5,0,0,0,1,0,0
"654",1,0,5,0,0,0,1,0,0
"655",1,0,5,0,0,0,1,0,0
"656",1,0,5,0,0,0,1,0,0
"657",1,0,5,0,0,0,1,0,0
"658",1,0,5,0,0,0,1,0,0
"659",1,0,5,0,0,0,1,0,0
"660",1,0,5,0,0,0,1,0,0
"661",1,0,5,0,0,0,1,0,0
"662",1,0,5,0,0,0,1,0,0
"663",1,0,5,0,0,0,1,0,0
